path,category,slug,w,h,orientation,quality,publish,people,tags,alt_cs,alt_en,alt_de,caption_cs,caption_en,caption_de,source_file,note
/images/library/cuisine/flambe-vegetable-pan-lowres.jpg,cuisine,flambe-vegetable-pan-lowres,1600,1066,landscape,weak,no,no,food flambe cooking chef vegetables watermark,Plameny šlehají z pánve s restovanou zeleninou na tmavém sporáku; vlevo dole je viditelné vodoznak fotografa.,Flames rise from a pan of sautéed vegetables on a dark stovetop; a photographer's watermark logo is visible bottom-left.,Flammen schlagen aus einer Pfanne mit gebratenem Gemüse auf einem dunklen Herd; unten links ist ein Fotografen-Wasserzeichen sichtbar.,Nižší rozlišení záběru flambování s viditelným vodoznakem fotografa.,"Lower-resolution version of the flambé shot, carrying a visible photographer's watermark.",Niedriger aufgelöste Version der Flambierszene mit sichtbarem Wasserzeichen des Fotografen.,05_A_Healthy cuisine/Food_Low_Res-1.jpg,duplicate of P091 at lower resolution (2000x1333); visible photographer watermark logo makes it unusable for web
/images/library/cuisine/green-salad-tomatoes-basil.jpg,cuisine,green-salad-tomatoes-basil,1600,1067,landscape,hero,yes,no,food salad vegetables plated-dish healthy-eating fine-dining,"Komponovaný salát z frisée salátu, cherry rajčat, hlívy enoki, bazalky a klíčků v bílé misce.","A composed salad of frisée lettuce, cherry tomatoes, enoki mushrooms, basil and sprouts in a white bowl.","Ein arrangierter Salat aus Frisée-Salat, Kirschtomaten, Enoki-Pilzen, Basilikum und Sprossen in einer weißen Schale.","Čerstvý barevný salát z frisée, cherry rajčat, hlívy enoki a klíčků.","A fresh, colourful salad built from frisée, cherry tomatoes, enoki mushrooms and sprouts.","Ein frischer, bunter Salat aus Frisée, Kirschtomaten, Enoki-Pilzen und Sprossen.",05_A_Healthy cuisine/Food-8.jpg,
/images/library/cuisine/green-salad-tomatoes-basil-lowres.jpg,cuisine,green-salad-tomatoes-basil-lowres,1600,1066,landscape,weak,no,no,food salad vegetables plated-dish healthy-eating watermark,"Komponovaný salát z frisée, cherry rajčat, hlívy enoki a bazalky; vlevo dole viditelné vodoznak fotografa.","A composed salad of frisée, cherry tomatoes, enoki mushrooms and basil; a photographer's watermark logo is visible bottom-left.","Ein arrangierter Salat aus Frisée, Kirschtomaten, Enoki-Pilzen und Basilikum; unten links ein sichtbares Wasserzeichen des Fotografen.",Nižší rozlišení záběru frisée salátu s viditelným vodoznakem fotografa.,"Lower-resolution version of the frisée salad shot, carrying a visible photographer's watermark.",Niedriger aufgelöste Version des Frisée-Salats mit sichtbarem Wasserzeichen des Fotografen.,05_A_Healthy cuisine/Food_Low_Res-8.jpg,duplicate of P098 at lower resolution (2000x1333); visible photographer watermark logo makes it unusable for web
/images/library/cuisine/hotel-buffet-line.jpg,cuisine,hotel-buffet-line,1600,900,landscape,good,yes,yes,cuisine buffet dining hotel,Dvě ženy v županech si vybírají u salátového bufetu v hotelové jídelně s lustry.,Two women in bathrobes browsing a hotel buffet salad bar in a chandeliered dining room.,Zwei Frauen in Bademänteln an einem Salatbuffet in einem mit Kronleuchtern ausgestatteten Hotel-Speisesaal.,Hosté v županech si mezi procedurami vybírají u čerstvého salátového bufetu v hotelové jídelně.,Guests in bathrobes browse a fresh salad buffet between treatments in the hotel dining room.,Gäste in Bademänteln wählen zwischen den Anwendungen am frischen Salatbuffet im Speisesaal des Hotels.,foto Fitness and Nutrition/FitNut-1.jpg,
/images/library/cuisine/hotel-buffet-plates.jpg,cuisine,hotel-buffet-plates,1600,900,landscape,good,yes,yes,buffet restaurant hotel dining healthy-eating spa-guest,Dvě ženy si vybírají u hotelového bufetu s naskládanými bílými talíři a saláty.,Two women browse a hotel buffet counter lined with stacked white plates and salad trays.,Zwei Frauen stehen an einem Hotelbüfett mit gestapelten weißen Tellern und Salatschalen.,"Hosté si vybírají u bufetu, který je součástí konceptu zdravé kuchyně hotelu.","Guests help themselves at the buffet, part of the hotel's healthy-cuisine dining concept.",Gäste bedienen sich am Büfett – Teil des gesunden Küchenkonzepts des Hotels.,foto Fitness and Nutrition/FitNut-2.jpg,
/images/library/cuisine/purple-microgreens-macro.jpg,cuisine,purple-microgreens-macro,1600,1067,landscape,good,yes,no,food ingredient microgreens macro close-up garnish,Detailní záběr fialovo-zelených mikrobylinek s tenkými růžovými stonky na tmavém a bílém pozadí.,Close-up of purple and green microgreens with slender pink stems against a dark and white backdrop.,Nahaufnahme violett-grüner Microgreens mit dünnen pinkfarbenen Stielen vor dunklem und weißem Hintergrund.,Makro záběr sytě zbarvených mikrobylinek určených jako ozdoba v kuchyni zdravé stravy.,A macro study of vivid microgreens destined as a garnish in the healthy-cuisine kitchen.,"Eine Makroaufnahme leuchtender Microgreens, die in der Gesundküche als Garnitur dienen.",05_A_Healthy cuisine/Food-4.jpg,
/images/library/cuisine/purple-microgreens-macro-lowres.jpg,cuisine,purple-microgreens-macro-lowres,1600,1066,landscape,weak,no,no,food ingredient microgreens macro garnish watermark,Detailní záběr fialovo-zelených mikrobylinek; vlevo dole viditelné vodoznak fotografa.,Close-up of purple and green microgreens; a photographer's watermark logo is visible bottom-left.,Nahaufnahme violett-grüner Microgreens; unten links ein sichtbares Wasserzeichen des Fotografen.,Nižší rozlišení makro záběru mikrobylinek s viditelným vodoznakem fotografa.,"Lower-resolution version of the microgreens macro shot, carrying a visible photographer's watermark.",Niedriger aufgelöste Version der Microgreens-Makroaufnahme mit sichtbarem Wasserzeichen des Fotografen.,05_A_Healthy cuisine/Food_Low_Res-4.jpg,duplicate of P094 at lower resolution (2000x1333); visible photographer watermark logo makes it unusable for web
/images/library/cuisine/salad-macro-closeup.jpg,cuisine,salad-macro-closeup,1600,1067,landscape,good,yes,no,food salad vegetables macro close-up healthy-eating,"Těsný makro záběr stejného salátu ukazuje lístky bazalky, půlky cherry rajčat, hlívu enoki a klíčky.","A tight macro crop of the same salad shows basil leaves, cherry tomato halves, enoki mushrooms and sprouts.","Ein enger Makro-Ausschnitt desselben Salats zeigt Basilikumblätter, halbierte Kirschtomaten, Enoki-Pilze und Sprossen.",Makro detail odhaluje texturu a detaily surovin frisée salátu.,A macro close-up reveals the texture and detail of the frisée salad's ingredients.,Eine Makroaufnahme zeigt Textur und Details der Zutaten des Frisée-Salats.,05_A_Healthy cuisine/Food-9.jpg,"same dish as P098, tighter macro crop rather than a straight duplicate"
/images/library/cuisine/salad-macro-closeup-lowres.jpg,cuisine,salad-macro-closeup-lowres,1600,1066,landscape,weak,no,no,food salad vegetables macro close-up watermark,"Těsný makro záběr salátu s bazalkou, rajčetem a hlívou enoki; vlevo dole viditelné vodoznak fotografa.","A tight macro crop of the salad showing basil, tomato and enoki mushrooms; a photographer's watermark logo is visible bottom-left.","Ein enger Makro-Ausschnitt des Salats mit Basilikum, Tomate und Enoki-Pilzen; unten links ein sichtbares Wasserzeichen des Fotografen.",Nižší rozlišení makro záběru salátu s viditelným vodoznakem fotografa.,"Lower-resolution version of the salad macro shot, carrying a visible photographer's watermark.",Niedriger aufgelöste Version der Salat-Makroaufnahme mit sichtbarem Wasserzeichen des Fotografen.,05_A_Healthy cuisine/Food_Low_Res-9.jpg,duplicate of P099 at lower resolution (2000x1333); visible photographer watermark logo makes it unusable for web
/images/library/cuisine/soup-pour-tableside.jpg,cuisine,soup-pour-tableside,1600,1067,landscape,hero,yes,no,food soup plated-dish fine-dining tableside-service garnish,Krémová polévka je u stolu nalévána z malého džbánku na oblohu z nakrájených ingrediencí a mikrobylinek.,A creamy soup is poured tableside from a small jug over a garnish of diced ingredients and microgreens.,Eine cremige Suppe wird am Tisch aus einem kleinen Krug über eine Garnitur aus gewürfelten Zutaten und Microgreens gegossen.,Nalévání přímo u stolu proměňuje jednoduchou krémovou polévku v malé divadlo.,Tableside pouring turns a simple cream soup into a small piece of theatre.,Das Angießen am Tisch macht aus einer schlichten Cremesuppe ein kleines Schauspiel.,05_A_Healthy cuisine/Food-6.jpg,
/images/library/cuisine/soup-pour-tableside-lowres.jpg,cuisine,soup-pour-tableside-lowres,1600,1066,landscape,weak,no,no,food soup plated-dish tableside-service garnish watermark,Krémová polévka je nalévána u stolu na oblohu z nakrájených ingrediencí; vlevo dole viditelné vodoznak fotografa.,A creamy soup is poured tableside over a garnish of diced ingredients; a photographer's watermark logo is visible bottom-left.,Eine cremige Suppe wird am Tisch über eine Garnitur aus gewürfelten Zutaten gegossen; unten links ein sichtbares Wasserzeichen des Fotografen.,Nižší rozlišení záběru nalévání polévky u stolu s viditelným vodoznakem fotografa.,"Lower-resolution version of the tableside soup-pour shot, carrying a visible photographer's watermark.",Niedriger aufgelöste Version des Angießens der Suppe am Tisch mit sichtbarem Wasserzeichen des Fotografen.,05_A_Healthy cuisine/Food_Low_Res-6.jpg,duplicate of P096 at lower resolution (2000x1333); visible photographer watermark logo makes it unusable for web
/images/library/cuisine/yellow-pasta-nest.jpg,cuisine,yellow-pasta-nest,1600,1067,landscape,hero,yes,no,food pasta plated-dish fine-dining garnish close-up,Úhledné hnízdo žluté pasty je servírované s mikrobylinkami a tečkami tmavé balzamikové redukce.,A neat nest of yellow pasta is plated with microgreens and dots of dark balsamic reduction.,Ein ordentliches Nest gelber Pasta ist mit Microgreens und Tupfen dunkler Balsamico-Reduktion angerichtet.,"Jedna porce žluté pasty, precizně servírovaná s mikrobylinkami a kapkami balzamika.","A single portion of yellow pasta, precisely plated with microgreens and balsamic dots.","Eine einzelne Portion gelber Pasta, präzise angerichtet mit Microgreens und Balsamico-Punkten.",05_A_Healthy cuisine/Food-7.jpg,
/images/library/cuisine/yellow-pasta-nest-lowres.jpg,cuisine,yellow-pasta-nest-lowres,1600,1066,landscape,weak,no,no,food pasta plated-dish garnish close-up watermark,Hnízdo žluté pasty s mikrobylinkami a kapkami balzamika; vlevo dole viditelné vodoznak fotografa.,A nest of yellow pasta plated with microgreens and balsamic dots; a photographer's watermark logo is visible bottom-left.,Ein Nest gelber Pasta mit Microgreens und Balsamico-Punkten; unten links ein sichtbares Wasserzeichen des Fotografen.,Nižší rozlišení záběru servírované pasty s viditelným vodoznakem fotografa.,"Lower-resolution version of the plated pasta shot, carrying a visible photographer's watermark.",Niedriger aufgelöste Version der servierten Pasta mit sichtbarem Wasserzeichen des Fotografen.,05_A_Healthy cuisine/Food_Low_Res-7.jpg,duplicate of P097 at lower resolution (2000x1333); visible photographer watermark logo makes it unusable for web
/images/library/drinking-cure/elderly-man-drinking-cure.jpg,drinking-cure,elderly-man-drinking-cure,1600,1067,landscape,hero,yes,yes,drinking-cure spring-fountain mineral-water outdoor senior hands greenery,Muž se šedivými vlasy pije minerální vodu z dlaní u litinové kašny v přírodě.,Silver-haired man in a white shirt drinks mineral water cupped in his hands from an ornate cast-iron spring fountain outdoors.,Ein Mann mit grauem Haar trinkt Mineralwasser aus den Händen an einem schmiedeeisernen Brunnen im Freien.,Host si vychutnává léčivou minerální vodu přímo u zahradní kašny.,A guest savours the healing mineral water straight from a garden spring fountain.,Ein Gast genießt das heilende Mineralwasser direkt an einem Gartenbrunnen.,11_A_Drinking Cure/Drink_Cure-2.jpg,
/images/library/drinking-cure/spa-cup-colonnade-pour.jpg,drinking-cure,spa-cup-colonnade-pour,1600,1067,landscape,hero,yes,yes,drinking-cure spa-cup mineral-water colonnade hands detail,Ruka drží bílý porcelánový lázeňský pohárek pod pramenem minerální vody u sloupu kolonády.,A hand holds a white porcelain spa cup under a stream of mineral water at a colonnade pillar.,Eine Hand hält einen weißen Porzellan-Kurbecher unter einen Mineralwasserstrahl an einer Kolonnadensäule.,Klasický lázeňský pohárek se plní minerální vodou pod sloupy kolonády.,The classic spa cup fills with mineral water beneath the colonnade's stone columns.,Der klassische Kurbecher füllt sich mit Mineralwasser unter den Steinsäulen der Kolonnade.,11_A_Drinking Cure/Drink_Cure-3.jpg,
/images/library/drinking-cure/spa-cup-daylight-spring.jpg,drinking-cure,spa-cup-daylight-spring,1600,1067,landscape,hero,yes,yes,drinking-cure spa-cup mineral-water spring-pavilion sunlight detail hands,Ruka drží bílý lázeňský džbánek pod výtokem minerální vody na osluněném kamenném sloupu s údajem o teplotě.,A hand holds a white spa jug beneath a mineral water spout on a sunlit stone pillar marked with its temperature.,Eine Hand hält einen weißen Kurkrug unter einen Mineralwasserauslauf an einer sonnenbeschienenen Steinsäule mit Temperaturangabe.,"Sluneční světlo dopadá na proud minerální vody, zatímco se pohárek plní u pramenného sloupu.",Sunlight catches the stream of mineral water as a cup fills at the spring pillar.,"Sonnenlicht fängt den Mineralwasserstrahl ein, während sich der Becher am Quellpfeiler füllt.",11_A_Drinking Cure/Drink_Cure-5.jpg,"Companion to P197, same spring pillar in daylight"
/images/library/drinking-cure/spa-cup-night-spring.jpg,drinking-cure,spa-cup-night-spring,1600,1067,landscape,hero,yes,yes,drinking-cure spa-cup mineral-water spring-pavilion night detail hands,Ruka plní bílý lázeňský pohárek minerální vodou v noci u kamenného pramene s vyrytou teplotou.,A hand fills a white spa cup with mineral water at night beside a stone spring marked with a temperature inscription.,Eine Hand füllt bei Nacht einen weißen Kurbecher mit Mineralwasser an einer Steinquelle mit Temperaturangabe.,"I po setmění pramen dál protéká, kamenná deska nese přesnou teplotu vody.","After dark, the mineral spring still flows, its stone marker recording the water's exact temperature.","Auch nach Einbruch der Dunkelheit fließt die Mineralquelle weiter, ihr Steinmal zeigt die genaue Wassertemperatur.",11_A_Drinking Cure/Drink_Cure-4.jpg,"Atmospheric night shot; companion to P198, same spring in daylight"
/images/library/drinking-cure/spring-drinking-cure.jpg,drinking-cure,spring-drinking-cure,1600,1067,landscape,hero,yes,yes,drinking-cure mineral-water springs senior outdoor,Starší muž pije z dlaní minerální vodu z ozdobného bronzového pramenního výtoku venku.,Older man cupping his hands to drink mineral water from an ornate bronze spring spout outdoors.,Älterer Mann trinkt mit den Händen Mineralwasser aus einem kunstvollen bronzenen Quellauslauf im Freien.,"Pití vody přímo u pramene, rituál, který je jádrem lázeňské kúry.","Taking the waters straight from the spring, a ritual central to the spa cure.","Das Wasser wird direkt an der Quelle getrunken, ein zentrales Ritual der Kur.",11_A_Drinking Cure/Drink_Cure-1.jpg,No traditional spa cup visible; water is taken directly by hand.
/images/library/fitness/assisted-ladder-stretch.jpg,fitness,assisted-ladder-stretch,1067,1600,portrait,good,yes,yes,fitness personal-trainer stretching physiotherapy historic-interior gym-equipment,Trenér podpírá ženu předklánějící se na dřevěném cvičebním nářadí před zdobenými kachlovými panely.,Trainer supports a woman leaning forward on a wooden gymnastics apparatus in front of ornate tiled wall panels.,"Trainer stützt eine Frau, die sich auf einem hölzernen Turngerät vor kunstvoll gekachelten Wandpaneelen nach vorne beugt.","Dřevěný cvičební rám slouží i jako pomůcka pro protažení, v pozadí originální keramické obklady místnosti.","The wooden training frame doubles as a stretching aid, set against the room's original ceramic tilework.","Der hölzerne Trainingsrahmen dient auch als Dehnhilfe, vor dem originalen Keramikfliesenwerk des Raumes.",_Rykovský_foto five konzept/Marianske-lazne-fit-45.jpg,Similar setting to P144/P145 (same room and apparatus).
/images/library/fitness/cable-machine-training.jpg,fitness,cable-machine-training,1600,900,landscape,good,yes,yes,fitness gym resistance-training cable-machine group-fitness strength,"Žena v popředí cvičí na kladkovém stroji, v pozadí skupina cvičí s odporovými gumami.",A woman pulls a cable-machine handle in the foreground while a group trains with resistance bands behind her.,"Eine Frau zieht im Vordergrund einen Kabelzuggriff, während im Hintergrund eine Gruppe mit Widerstandsbändern trainiert.","Posilování na kladkovém stroji, v pozadí právě probíhá skupinová lekce.","Strength training on the cable machine, with a group class running in the background.","Krafttraining am Kabelzug, im Hintergrund läuft parallel ein Gruppenkurs.",foto Fitness and Nutrition/FitNut-5.jpg,
/images/library/fitness/calm-neck-therapy.jpg,fitness,calm-neck-therapy,1067,1600,portrait,hero,yes,yes,fitness personal-trainer gym portrait wellness,Ruce trenéra rámují hlavu ženy se zavřenýma očima během klidného cvičení na držení těla u dřevěného stojanu.,"Trainer's hands frame a woman's head, eyes closed, during a calm posture exercise at the wooden wall rack.",Die Hände des Trainers umrahmen den Kopf einer Frau mit geschlossenen Augen während einer ruhigen Haltungsübung am hölzernen Wandregal.,Klidný okamžik soustředění během vedeného cvičení na držení těla.,A serene moment of focus during a guided posture exercise.,Ein ruhiger Moment der Konzentration während einer angeleiteten Haltungsübung.,_Rykovský_foto five konzept/Marianske-lazne-fit-38.jpg,"Near-duplicate of P137, same setup, eyes closed"
/images/library/fitness/chest-stretch-training.jpg,fitness,chest-stretch-training,1600,1067,landscape,good,yes,yes,fitness personal-trainer stretching gym equipment training,"Trenér vede ženu při protažení hrudníku s pažemi nad hlavou na dřevěném rámu, vedle plakát s nápisem Chest.","Trainer guides a woman through an overhead chest stretch on a wooden frame, instructional poster labelled Chest beside them.","Trainer leitet eine Frau bei einer Brustdehnung mit erhobenen Armen an einem Holzrahmen an, daneben ein Poster mit der Aufschrift Chest.","Podporované protažení hrudníku, součást cíleného mobilizačního programu studia.","A supported chest stretch, part of the studio's targeted mobility programme.","Eine unterstützte Brustdehnung, Teil des gezielten Mobilitätsprogramms des Studios.",_Rykovský_foto five konzept/Marianske-lazne-fit-10.jpg,
/images/library/fitness/close-standing-stretch.jpg,fitness,close-standing-stretch,1600,1067,landscape,good,yes,yes,fitness personal-trainer gym equipment,"Bližší záběr téhož cvičení na rovnováhu, trenér přidržuje paži ženy u dřevěného nástěnného přístroje.","Closer crop of the same balance exercise, trainer steadying a woman's arm at the wooden wall apparatus.","Näherer Ausschnitt derselben Balanceübung, Trainer stützt den Arm einer Frau am hölzernen Wandgerät.",Bližší pohled na praktické vedení trenéra během cvičení na rovnováhu.,A closer look at the trainer's hands-on guidance during the balance sequence.,Ein näherer Blick auf die praktische Anleitung des Trainers während der Balanceübung.,_Rykovský_foto five konzept/Marianske-lazne-fit-32.jpg,"Near-duplicate of P131-P133, closest crop of the sequence"
/images/library/fitness/dynamic-stretch-closeup.jpg,fitness,dynamic-stretch-closeup,1600,1067,landscape,good,yes,yes,fitness stretching group gym-equipment portrait,"Detailní záběr na usmívající se mladou ženu se zdviženou paží při protahování, v pozadí rozostřená skupinová lekce.","Close view of a young woman stretching with arm raised, smiling, group session visible out of focus behind her.","Nahaufnahme einer jungen, lächelnden Frau mit erhobenem Arm beim Dehnen, im Hintergrund unscharf die Gruppenlektion.","Bližší, intimnější záběr téhož okamžiku protažení během skupinové lekce.","A closer, more intimate crop of the same stretching moment within the group class.","Ein näherer, intimerer Ausschnitt desselben Dehnmoments innerhalb der Gruppenlektion.",_Rykovský_foto five konzept/Marianske-lazne-fit-54.jpg,Near-duplicate of P150.
/images/library/fitness/dynamic-stretch-portrait.jpg,fitness,dynamic-stretch-portrait,1067,1600,portrait,good,yes,yes,fitness stretching group gym-equipment portrait,"Mladá žena v černém sportovním oblečení se protahuje se zdviženou paží, v pozadí rozostřená skupinová lekce.","Young woman in black activewear stretches with arm raised overhead, group exercise session blurred in the background.","Junge Frau in schwarzer Sportkleidung dehnt sich mit erhobenem Arm, im Hintergrund unscharf eine Gruppenübung.","Účastnice zvedá paži během protažení, zatímco skupinová lekce pokračuje kolem ní.",A participant reaches upward mid-stretch as the group session continues around her.,"Eine Teilnehmerin streckt den Arm nach oben, während die Gruppenübung um sie herum weitergeht.",_Rykovský_foto five konzept/Marianske-lazne-fit-53.jpg,Near-duplicate of P151.
/images/library/fitness/fascia-stretch-bench.jpg,fitness,fascia-stretch-bench,1600,1067,landscape,good,yes,yes,fitness stretching gym equipment interior training,"Žena sedí opřená na dřevěné lavici fasciálního stimulátoru, v pozadí obklad se cvičebním plakátem.","Woman seated on a wooden fascia-stimulator bench, leaning back, tiled wall with instructional poster behind her.","Frau sitzt zurückgelehnt auf einer hölzernen Faszienstimulator-Bank, im Hintergrund gefliester Wand mit Übungsposter.",Cvičení na uvolnění fascií na typickém dřevěném přístroji studia.,A guided fascia-release exercise on the studio's signature wooden apparatus.,Eine angeleitete Faszien-Übung am charakteristischen Holzgerät des Studios.,_Rykovský_foto five konzept/Marianske-lazne-fit-06.jpg,
